t (ms);Axis_1 [1] Default\P-Parameter\P-0-0038 Torque-generating current, command value(A eff);Axis_1 [1] Default\P-Parameter\P-0-0039 Flux-generating current, command value(A eff);Axis_1 [1] Default\P-Parameter\P-0-0043 Torque-generating current, actual value(A eff);Axis_1 [1] Default\P-Parameter\P-0-0044 Flux-generating current, actual value(A eff)
461,5;1,862;0;1,853;-0,029;
462;1,725;0;1,938;-0,024;
462,5;1,654;0;1,898;0,01;
463;1,684;0;1,955;0,015;
463,5;1,728;0;1,99;0,031;
464;1,755;0;1,989;0,004;
464,5;1,713;0;1,952;-0,004;
465;1,734;0;1,877;-0,02;
465,5;1,863;0;1,874;-0,015;
466;1,835;0;1,789;0,025;
466,5;1,897;0;1,702;0,034;
467;1,965;0;1,717;-0,003;
467,5;1,998;0;1,761;-0,014;
468;1,951;0;1,774;-0,041;
468,5;1,864;0;1,697;-0,034;
469;1,813;0;1,804;-0,013;
469,5;1,785;0;1,902;0,037;
470;1,831;0;1,976;0,025;
470,5;1,774;0;1,905;0,01;
471;1,859;0;1,903;-0,013;
471,5;1,836;0;1,982;-0,02;
472;1,672;0;1,929;-0,032;
472,5;1,835;0;1,915;0,036;
473;1,936;0;1,851;0,03;
473,5;2,02;0;1,784;0,028;
474;1,956;0;1,771;-0,009;
474,5;1,967;0;1,729;-0,028;
475;1,956;0;1,805;-0,035;
475,5;1,89;0;1,819;-0,041;
476;1,848;0;1,802;0,004;
476,5;1,856;0;1,828;0,024;
477;1,868;0;1,985;0,018;
477,5;1,829;0;2,002;0;
478;1,708;0;1,986;-0,011;
478,5;1,824;0;2,004;-0,009;
479;1,765;0;2,031;0,003;
479,5;1,782;0;1,984;0,07;
480;1,829;0;1,932;0,031;
480,5;2,03;0;1,861;-0,002;
481;2,01;0;1,934;-0,018;
481,5;1,945;0;1,765;-0,064;
482;2,084;0;1,777;-0,035;
482,5;2,067;0;1,793;-0,008;
483;1,975;0;1,756;0,013;
483,5;1,988;0;1,803;0,024;
484;1,837;0;1,966;-0,013;
484,5;1,8;0;1,941;0,004;
485;1,921;0;2,069;-0,001;
485,5;1,746;0;2,008;-0,031;
486;1,713;0;1,857;0,03;
486,5;1,914;0;2,051;0,047;
487;1,883;0;2,069;0,022;
487,5;1,739;0;1,967;-0,003;
488;1,956;0;1,827;-0,015;
488,5;2,039;0;1,992;-0,047;
489;1,911;0;1,792;-0,03;
489,5;1,949;0;1,724;0,025;
490;2,072;0;1,846;0,023;
490,5;2,068;0;1,908;0,01;
491;1,962;0;1,796;-0,019;
491,5;1,955;0;1,808;-0,031;
492;1,967;0;1,908;-0,005;
492,5;1,847;0;1,974;0,006;
493;1,797;0;1,898;0,057;
493,5;1,793;0;2,052;0,057;
494;1,781;0;2,068;0,007;
494,5;1,795;0;2,077;-0,009;
495;1,81;0;1,985;-0,032;
495,5;1,843;0;1,841;-0,016;
496;1,9;0;1,894;0,021;
496,5;1,919;0;1,832;0,013;
497;2,11;0;1,759;0,008;
497,5;2,055;0;1,715;-0,054;
498;2;0;1,698;-0,025;
498,5;2,069;0;1,855;-0,023;
499;1,786;0;1,732;-0,041;
499,5;1,836;0;1,789;0,04;
500;2,007;0;2,006;0,037;
500,5;1,772;0;1,943;-0,009;
501;1,77;0;1,863;0,015;
501,5;1,848;0;2,08;-0,022;
502;1,744;0;2,014;-0,025;
502,5;1,764;0;1,919;0,005;
503;1,865;0;1,82;0,033;
503,5;1,987;0;1,818;0,015;
504;2,013;0;1,876;-0,016;
504,5;1,886;0;1,767;-0,021;
505;1,924;0;1,725;-0,019;
505,5;1,967;0;1,812;-0,026;
506;1,873;0;1,761;0,031;
506,5;1,817;0;1,71;0,027;
507;1,85;0;1,873;0,016;
507,5;1,864;0;1,951;0,008;
508;1,709;0;1,954;-0,023;
508,5;1,638;0;1,907;-0,015;
509;1,737;0;1,917;0;
509,5;1,695;0;2,04;0,032;
510;1,712;0;1,869;0,019;
510,5;1,914;0;1,836;0,02;
511;1,905;0;1,862;-0,02;
511,5;1,927;0;1,765;-0,02;
512;1,929;0;1,659;-0,016;
512,5;1,961;0;1,638;-0,018;
513;1,971;0;1,711;0,018;
513,5;1,835;0;1,751;0,008;
514;1,793;0;1,769;-0,006;
514,5;1,816;0;1,953;-0,011;
515;1,711;0;1,916;-0,036;
515,5;1,647;0;1,829;-0,016;
516;1,782;0;1,858;0,04;
516,5;1,716;0;1,914;0,033;
517;1,652;0;1,91;0,008;
517,5;1,749;0;1,894;0,001;
518;1,911;0;1,849;-0,028;
518,5;1,842;0;1,769;-0,038;
519;1,871;0;1,672;-0,023;
519,5;1,895;0;1,674;0,032;
520;1,918;0;1,724;0,013;
520,5;1,974;0;1,787;0,001;
521;1,83;0;1,706;-0,037;
521,5;1,816;0;1,781;-0,028;
522;1,809;0;1,958;-0,01;
522,5;1,66;0;1,933;-0,003;
523;1,593;0;1,871;0,011;
523,5;1,814;0;1,986;0,058;
524;1,764;0;2,062;0,012;
524,5;1,683;0;1,868;-0,039;
525;1,81;0;1,848;-0,036;
525,5;1,862;0;1,878;-0,027;
526;1,863;0;1,753;0,037;
526,5;1,922;0;1,751;0,018;
527;1,978;0;1,711;0,011;
527,5;1,97;0;1,747;-0,007;
528;2,002;0;1,743;-0,036;
528,5;1,872;0;1,737;-0,061;
529;1,743;0;1,705;-0,042;
529,5;1,824;0;1,985;0,054;
530;1,82;0;2,023;0,029;
530,5;1,7;0;1,85;-0,002;
531;1,876;0;1,923;0,026;
531,5;1,87;0;2,059;0,014;
532;1,631;0;1,874;-0,016;
532,5;1,836;0;1,848;0,021;
533;1,998;0;1,932;0,045;
533,5;1,926;0;1,78;0,012;
534;1,995;0;1,72;-0,007;
534,5;1,997;0;1,828;-0,03;
535;1,9;0;1,795;-0,032;
535,5;1,924;0;1,774;-0,012;
536;1,926;0;1,853;0,023;
536,5;1,796;0;1,78;0,034;
537;1,899;0;1,89;0,023;
537,5;1,89;0;2,072;0,007;
538;1,713;0;1,943;0,001;
538,5;1,784;0;1,922;-0,006;
539;1,833;0;2,163;0,012;
539,5;1,689;0;1,93;0,055;
540;1,911;0;1,87;0,022;
540,5;2,063;0;1,956;0,004;
541;1,928;0;1,884;-0,005;
541,5;2,039;0;1,765;-0,017;
542;2,121;0;1,85;-0,051;
542,5;1,967;0;1,689;-0,061;
543;2,057;0;1,723;0,029;
543,5;2,022;0;1,953;0,029;
544;1,723;0;1,846;-0,01;
544,5;1,919;0;1,943;-0,02;
545;1,915;0;2,163;-0,008;
545,5;1,633;0;1,881;-0,02;
546;1,876;0;1,873;0,045;
546,5;1,918;0;2,065;0,052;
547;1,778;0;1,948;0,009;
547,5;1,858;0;1,953;0,005;
548;1,98;0;1,95;-0,022;
548,5;1,944;0;1,801;-0,057;
549;2,042;0;1,853;-0,038;
549,5;1,937;0;1,748;-0,003;
550;2,053;0;1,708;-0,004;
550,5;2,128;0;1,924;-0,018;
551;1,951;0;1,874;-0,023;
551,5;1,872;0;1,747;-0,025;
552;1,976;0;1,952;0,012;
552,5;1,851;0;2,001;0,012;
553;1,756;0;1,899;0,047;
553,5;1,781;0;2,053;0,046;
554;1,787;0;2,113;0,005;
554,5;1,786;0;2,095;0,008;
555;1,784;0;1,97;-0,008;
555,5;1,86;0;1,877;-0,026;
556;1,917;0;1,805;0,021;
556,5;1,988;0;1,906;0,011;
557;2,012;0;1,731;0,002;
557,5;2,095;0;1,657;-0,033;
558;2,069;0;1,758;-0,035;
558,5;1,951;0;1,746;-0,055;
559;1,819;0;1,798;0,001;
559,5;1,851;0;1,829;0,033;
560;1,993;0;1,972;0,039;
560,5;1,789;0;1,953;0,002;
561;1,785;0;1,873;0,005;
561,5;1,862;0;2,018;-0,034;
562;1,752;0;1,999;-0,039;
562,5;1,77;0;1,922;-0,012;
563;1,804;0;1,844;0,012;
563,5;1,976;0;1,847;-0,005;
564;2,002;0;1,902;-0,006;
564,5;1,88;0;1,759;-0,036;
565;1,921;0;1,663;-0,034;
565,5;2,009;0;1,874;-0,005;
566;1,799;0;1,79;0,047;
566,5;1,759;0;1,677;0,031;
567;1,881;0;1,923;0,014;
567,5;1,811;0;1,998;0,015;
568;1,657;0;1,908;-0,013;
568,5;1,689;0;1,926;-0,013;
569;1,735;0;2,031;0,004;
569,5;1,645;0;1,986;0,054;
570;1,72;0;1,874;0,031;
570,5;1,932;0;1,832;-0,001;
571;1,94;0;1,927;-0,027;
571,5;1,849;0;1,721;-0,019;
572;1,941;0;1,656;-0,007;
572,5;2,012;0;1,684;0,013;
573;1,913;0;1,758;0,009;
573,5;1,836;0;1,674;0,009;
574;1,868;0;1,8;0,005;
574,5;1,815;0;1,917;0;
575;1,707;0;1,888;-0,002;
575,5;1,654;0;1,799;-0,004;
576;1,757;0;1,894;0,044;
576,5;1,734;0;1,913;0,031;
577;1,69;0;1,922;0,022;
577,5;1,756;0;1,905;0,002;
578;1,825;0;1,86;-0,016;
578,5;1,925;0;1,731;-0,015;
579;1,88;0;1,749;-0,022;
579,5;1,846;0;1,629;0,038;
580;1,955;0;1,73;0,019;
580,5;1,94;0;1,815;-0,016;
581;1,828;0;1,738;-0,013;
581,5;1,805;0;1,757;-0,04;
582;1,812;0;1,945;-0,048;
582,5;1,634;0;1,94;0,017;
583;1,659;0;1,885;0,043;
583,5;1,763;0;1,997;0,001;
584;1,76;0;2,037;0,015;
584,5;1,678;0;1,949;-0,012;
585;1,74;0;1,83;-0,004;
585,5;1,896;0;1,865;-0,037;
586;1,895;0;1,776;0,018;
586,5;1,889;0;1,706;0,013;
587;1,967;0;1,686;-0,004;
587,5;2,06;0;1,789;-0,026;
588;1,954;0;1,734;-0,04;
588,5;1,905;0;1,654;-0,048;
589;1,819;0;1,813;-0,012;
589,5;1,834;0;1,924;0,067;
590;1,784;0;1,998;0,034;
590,5;1,793;0;1,845;0,014;
591;1,888;0;1,97;0,007;
591,5;1,794;0;1,967;-0,022;
592;1,713;0;1,926;-0,013;
592,5;1,81;0;1,942;0,022;
593;1,952;0;1,812;0,023;
593,5;2,019;0;1,792;0,025;
594;1,962;0;1,793;-0,019;
594,5;1,932;0;1,762;-0,013;
595;1,972;0;1,807;-0,018;
595,5;1,958;0;1,869;-0,024;
596;1,782;0;1,764;0,022;
596,5;1,864;0;1,793;0,019;
597;1,923;0;2,036;0,036;
597,5;1,76;0;2,057;-0,001;
598;1,734;0;1,937;0,009;
598,5;1,828;0;2,053;-0,015;
599;1,75;0;2,06;-0,002;
599,5;1,728;0;1,889;0,022;
600;1,994;0;2,015;0,054;
600,5;1,883;0;1,93;0,011;
601;1,98;0;1,751;-0,031;
601,5;2,111;0;1,98;-0,033;
602;1,923;0;1,752;-0,054;
602,5;2,084;0;1,632;-0,028;
603;2,135;0;1,86;0,009;
603,5;1,887;0;1,808;-0,001;
604;1,827;0;1,788;-0,002;
604,5;1,984;0;2,078;0,039;
605;1,75;0;1,995;-0,023;
605,5;1,755;0;1,868;-0,012;
606;1,875;0;2,014;0,061;
606,5;1,767;0;2,007;0,036;
607;1,868;0;1,987;0,037;
607,5;1,921;0;2,05;-0,003;
608;1,845;0;1,807;-0,032;
608,5;2,029;0;1,882;-0,048;
609;1,961;0;1,929;-0,03;
609,5;1,959;0;1,678;0,018;
610;2,084;0;1,837;0,022;
610,5;2,082;0;1,925;-0,018;
611;1,971;0;1,83;-0,024;
611,5;1,959;0;1,815;-0,008;
612;1,925;0;1,944;-0,006;
612,5;1,868;0;1,909;0,026;
613;1,784;0;1,982;0,07;
613,5;1,73;0;2,021;0,017;
614;1,839;0;2,084;0,035;
614,5;1,798;0;2,111;0,02;
615;1,759;0;1,989;-0,035;
615,5;1,846;0;1,842;-0,024;
616;1,92;0;1,92;0,028;
616,5;1,905;0;1,906;0;
617;2,041;0;1,737;0;
617,5;2,066;0;1,731;-0,032;
618;2,08;0;1,823;-0,026;
618,5;1,917;0;1,763;-0,035;
619;1,865;0;1,768;-0,009;
619,5;1,889;0;1,854;0,043;
620;1,937;0;1,976;0,029;
620,5;1,826;0;1,892;0,001;
621;1,809;0;1,904;-0,028;
621,5;1,856;0;2,051;-0,005;
622;1,707;0;2,004;-0,038;
622,5;1,762;0;1,938;0,011;
623;1,853;0;1,855;0,037;
623,5;1,946;0;1,869;0,01;
624;1,942;0;1,869;-0,006;
624,5;1,906;0;1,787;-0,029;
625;1,992;0;1,712;-0,029;
625,5;1,952;0;1,808;-0,033;
626;1,858;0;1,718;0,026;
626,5;1,805;0;1,736;0,023;
627;1,855;0;1,911;0,024;
627,5;1,815;0;1,986;-0,007;
628;1,689;0;1,893;-0,004;
628,5;1,678;0;1,963;-0,004;
629;1,687;0;2,008;0,004;
629,5;1,67;0;1,997;0,068;
630;1,768;0;1,877;0,033;
630,5;1,891;0;1,86;-0,004;
631;1,917;0;1,855;-0,027;
631,5;1,917;0;1,779;-0,018;
632;1,915;0;1,657;-0,018;
632,5;1,996;0;1,648;0,009;
633;1,948;0;1,743;0,015;
633,5;1,836;0;1,663;-0,018;
634;1,814;0;1,803;-0,001;
634,5;1,772;0;1,965;0,004;
635;1,689;0;1,906;-0,012;
635,5;1,661;0;1,895;-0,011;
636;1,714;0;1,794;0,04;
636,5;1,774;0;1,918;0,037;
637;1,676;0;1,978;0,009;
637,5;1,731;0;1,805;0;
638;1,921;0;1,807;-0,027;
638,5;1,891;0;1,81;-0,025;
639;1,808;0;1,581;-0,009;
639,5;1,963;0;1,675;0,039;
640;1,868;0;1,839;0,008;
640,5;1,88;0;1,719;0,005;
641;1,915;0;1,787;-0,049;
641,5;1,799;0;1,79;-0,041;
642;1,707;0;1,902;-0,015;
642,5;1,713;0;1,948;0,019;
643;1,676;0;1,942;0,046;
643,5;1,68;0;1,957;0,034;
644;1,813;0;2,01;0,042;
644,5;1,724;0;1,968;0,003;
645;1,716;0;1,807;-0,045;
645,5;1,913;0;1,812;-0,004;
646;1,881;0;1,878;0,029;
646,5;1,807;0;1,666;0,004;
647;2,055;0;1,705;0,017;
647,5;2,081;0;1,841;-0,026;
648;1,873;0;1,677;-0,042;
648,5;1,92;0;1,608;-0,043;
649;1,91;0;1,897;-0,045;
649,5;1,656;0;1,85;0,011;
650;1,837;0;1,856;0,02;
650,5;1,883;0;2,093;-0,003;
651;1,692;0;1,818;-0,02;
651,5;1,901;0;1,908;-0,017;
652;1,803;0;2,096;0,012;
652,5;1,676;0;1,824;0,029;
653;1,993;0;1,752;0,028;
653,5;2,067;0;1,983;0,028;
654;1,875;0;1,744;-0,018;
654,5;1,949;0;1,667;-0,051;
655;2,092;0;1,908;-0,037;
655,5;1,817;0;1,798;-0,036;
656;1,866;0;1,653;0,007;
656,5;1,965;0;1,966;0,033;
657;1,787;0;1,944;0,007;
657,5;1,863;0;1,907;0,01;
658;1,825;0;2,063;-0,013;
658,5;1,686;0;1,978;-0,013;
659;1,834;0;1,975;0,019;
659,5;1,822;0;2,025;0,038;
660;1,791;0;1,93;0,03;
660,5;2,024;0;1,82;0;
661;2,035;0;2,015;-0,016;
661,5;1,927;0;1,776;-0,047;
662;2,07;0;1,714;-0,045;
662,5;2,125;0;1,837;-0,021;
663;1,921;0;1,772;0,008;
663,5;1,961;0;1,773;0,023;
664;1,915;0;2,024;0,005;
664,5;1,767;0;1,932;-0,007;
665;1,876;0;1,988;-0,032;
665,5;1,802;0;2,041;0,013;
666;1,736;0;1,86;0,029;
666,5;1,883;0;1,988;0,043;
667;1,933;0;2,032;0,014;
667,5;1,82;0;1,976;0,008;
668;1,948;0;1,802;-0,031;
668,5;2,043;0;1,924;-0,034;
669;1,951;0;1,813;-0,049;
669,5;1,962;0;1,739;0,021;
670;2,045;0;1,809;0,032;
670,5;2,063;0;1,86;0,001;
671;1,972;0;1,852;-0,031;
671,5;1,977;0;1,85;-0,042;
672;1,832;0;1,891;-0,008;
672,5;1,896;0;1,919;0,009;
673;1,817;0;2,011;0,047;
673,5;1,694;0;2,015;0,044;
674;1,834;0;2,007;0,043;
674,5;1,807;0;2,161;0,021;
675;1,75;0;2,007;-0,035;
675,5;1,833;0;1,811;-0,017;
676;1,924;0;1,916;0,037;
676,5;1,935;0;1,864;0,01;
677;2,015;0;1,747;-0,002;
677,5;2,082;0;1,715;-0,032;
678;2,034;0;1,777;-0,036;
678,5;1,945;0;1,783;-0,033;
679;1,797;0;1,754;-0,016;
679,5;1,841;0;1,817;0,057;
680;2,01;0;2,018;0,056;
680,5;1,774;0;1,931;0,008;
681;1,772;0;1,831;0,018;
681,5;1,884;0;2,092;-0,002;
682;1,759;0;1,996;-0,064;
682,5;1,72;0;1,911;-0,003;
683;1,851;0;1,816;0,062;
683,5;1,971;0;1,896;-0,002;
684;1,961;0;1,88;-0,005;
684,5;1,9;0;1,746;-0,029;
685;1,939;0;1,742;-0,043;
685,5;2;0;1,834;-0,015;
686;1,826;0;1,773;0,039;
686,5;1,765;0;1,671;0,037;
687;1,893;0;1,902;0,028;
687,5;1,823;0;1,974;0,009;
688;1,637;0;1,978;-0,011;
688,5;1,632;0;1,909;-0,009;
689;1,761;0;2,052;0,026;
689,5;1,691;0;2,009;0,066;
690;1,683;0;1,884;0,023;
690,5;1,929;0;1,819;0,019;
691;1,963;0;1,913;-0,021;
691,5;1,844;0;1,766;-0,035;
692;1,944;0;1,601;-0,045;
692,5;2,025;0;1,712;-0,016;
693;1,921;0;1,71;0,024;
693,5;1,847;0;1,712;0,014;
694;1,798;0;1,77;-0,012;
694,5;1,817;0;1,955;0;
695;1,68;0;1,927;-0,005;
695,5;1,633;0;1,833;-0,021;
696;1,735;0;1,853;0,031;
696,5;1,764;0;1,867;0,045;
697;1,733;0;1,948;0,016;
697,5;1,692;0;1,787;0,001;
698;1,918;0;1,854;-0,017;
698,5;1,917;0;1,803;-0,036;
699;1,81;0;1,708;-0,013;
699,5;1,885;0;1,647;0,028;
700;1,989;0;1,819;0,03;
700,5;1,894;0;1,779;-0,008;
701;1,808;0;1,709;-0,026;
701,5;1,869;0;1,818;-0,039;
702;1,725;0;1,968;-0,007;
702,5;1,654;0;1,862;0,016;
703;1,739;0;1,932;0,059;
703,5;1,712;0;2;0,042;
704;1,76;0;1,902;0,045;
704,5;1,788;0;1,972;-0,029;
705;1,724;0;1,902;-0,043;
705,5;1,806;0;1,746;-0,014;
706;1,931;0;1,86;0,033;
706,5;1,836;0;1,802;0,031;
707;1,909;0;1,609;-0,009;
707,5;2,117;0;1,856;-0,014;
708;1,957;0;1,767;-0,041;
708,5;1,86;0;1,64;-0,049;
709;1,896;0;1,827;-0,012;
709,5;1,721;0;1,942;0,047;
710;1,803;0;1,965;0,031;
710,5;1,835;0;1,929;0,027;
711;1,8;0;1,934;-0,014;
711,5;1,837;0;1,954;0,016;
712;1,758;0;1,94;-0,009;
712,5;1,789;0;1,883;0,023;
713;1,944;0;1,803;0,035;
713,5;2,043;0;1,88;0,004;
714;1,974;0;1,725;-0,021;
714,5;1,943;0;1,706;-0,029;
715;2,016;0;1,861;-0,046;
715,5;1,86;0;1,843;-0,048;
716;1,84;0;1,704;0,018;
716,5;1,907;0;1,873;0,03;
717;1,828;0;1,974;0,007;
717,5;1,812;0;2,019;0,002;
718;1,765;0;2,028;0,003;
718,5;1,715;0;2,013;-0,003;
719;1,785;0;1,944;-0,007;
719,5;1,8;0;2,025;0,056;
720;1,838;0;1,955;0,036;
720,5;1,969;0;1,81;0,01;
721;2,086;0;1,948;-0,017;
721,5;1,942;0;1,826;-0,08;
722;2,02;0;1,709;-0,029;
722,5;2,11;0;1,774;-0,016;
723;2,011;0;1,803;-0,008;
723,5;1,917;0;1,771;0,01;
724;1,908;0;1,951;-0,012;
724,5;1,834;0;2,029;0;
725;1,823;0;1,923;-0,019;
725,5;1,843;0;2,013;-0,006;
726;1,726;0;1,937;0,036;
726,5;1,865;0;1,956;0,046;
727;1,894;0;2,107;0,026;
727,5;1,779;0;1,904;-0,012;
728;1,953;0;1,848;-0,022;
728,5;2,031;0;1,956;-0,042;
729;1,897;0;1,791;-0,054;
729,5;2,003;0;1,65;0,016;
730;2,114;0;1,916;0,038;
730,5;1,996;0;1,806;-0,015;
731;2,027;0;1,821;-0,019;
731,5;1,989;0;1,904;-0,043;
732;1,837;0;1,837;-0,014;
732,5;1,947;0;1,959;0,018;
733;1,77;0;2,009;0,038;
733,5;1,738;0;1,959;-0,003;
734;1,86;0;2,064;0,027;
734,5;1,793;0;2,127;-0,006;
735;1,793;0;1,98;-0,011;
735,5;1,77;0;1,833;-0,005;
736;1,938;0;1,907;0,027;
736,5;1,974;0;1,866;0,037;
737;2,012;0;1,692;0,008;
737,5;2,062;0;1,654;-0,033;
738;2,12;0;1,8;-0,035;
738,5;1,952;0;1,835;-0,02;
739;1,792;0;1,731;-0,022;
739,5;1,901;0;1,811;0,031;
740;1,945;0;2,057;0,063;
740,5;1,77;0;1,902;0,038;
741;1,822;0;1,877;-0,009;
741,5;1,841;0;2,088;-0,003;
742;1,731;0;1,972;-0,033;
742,5;1,748;0;1,908;-0,005;
743;1,903;0;1,88;0,028;
743,5;1,953;0;1,856;-0,006;
744;1,921;0;1,839;0;
744,5;1,919;0;1,813;-0,025;
745;1,912;0;1,738;-0,029;
745,5;1,975;0;1,812;-0,004;
746;1,864;0;1,773;0,025;
746,5;1,793;0;1,706;0,013;
747;1,913;0;1,881;0,036;
747,5;1,826;0;2,014;0,003;
748;1,611;0;1,875;-0,014;
748,5;1,726;0;1,948;0,007;
749;1,716;0;2,042;0,013;
749,5;1,669;0;1,97;0,064;
750;1,724;0;1,905;0,023;
750,5;1,891;0;1,845;0;
751;1,943;0;1,839;-0,004;
751,5;1,878;0;1,797;-0,016;
752;1,926;0;1,598;-0,015;
752,5;2,013;0;1,696;0,004;
753;1,921;0;1,75;0,014;
753,5;1,829;0;1,662;-0,002;
754;1,83;0;1,825;0;
754,5;1,768;0;1,958;0,001;
755;1,676;0;1,857;0;
755,5;1,574;0;1,835;-0,005;
756;1,672;0;1,785;0,032;
756,5;1,64;0;1,816;0,02;
757;1,512;0;1,784;0,008;
757,5;1,51;0;1,654;0;
758;1,699;0;1,581;-0,018;
758,5;1,618;0;1,527;-0,016;
759;1,406;0;1,243;-0,012;
759,5;1,525;0;1,287;0,051;
760;1,446;0;1,477;0,016;
760,5;1,167;0;1,21;-0,004;
761;1,249;0;1,203;0,005;
761,5;1,133;0;1,464;-0,018;
762;0,767;0;1,243;-0,003;
762,5;1,01;0;1,069;0,045;
763;1,045;0;1,305;0,031;
763,5;0,833;0;0,808;-0,024;
764;1,059;0;0,785;-0,012;
764,5;1,006;0;0,884;-0,028;
765;0,768;0;0,599;-0,025;
765,5;0,757;0;0,575;0,002;
766;0,778;0;0,689;0,027;
766,5;0,432;0;0,716;-0,004;
767;0,429;0;0,691;0,016;
767,5;0,475;0;0,784;0,025;
768;0,232;0;0,652;0,009;
768,5;0,434;0;0,341;-0,016;
769;0,687;0;0,435;-0,006;
769,5;0,359;0;0,289;-0,017;
770;0,406;0;0,179;0;
770,5;0,289;0;0,342;0,001;
771;0,136;0;0,374;0,012;
771,5;0,103;0;0,346;-0,017;
772;0,142;0;0,27;0,008;
772,5;0,172;0;0,233;-0,001;
773;0,027;0;0,138;-0,022;
773,5;0,201;0;0,101;0,002;
774;0,114;0;0,023;0,026;
774,5;0,077;0;-0,036;0,011;
775;0,043;0;-0,011;0,005;
775,5;-0,075;0;-0,082;-0,006;
776;-0,117;0;0,034;-0,005;
776,5;-0,147;0;0,117;-0,011;
777;-0,154;0;0,125;0,011;
777,5;-0,213;0;0,02;0,02;
778;-0,062;0;-0,128;0,023;
778,5;0,088;0;-0,085;0;
779;-0,032;0;-0,194;-0,02;
779,5;0,029;0;-0,257;-0,024;
780;-0,025;0;-0,159;-0,011;
780,5;-0,172;0;-0,212;0;
781;-0,185;0;-0,205;-0,019;
781,5;-0,27;0;-0,019;-0,011;
782;-0,293;0;0,06;0,002;
782,5;-0,207;0;-0,048;0,009;
783;-0,145;0;-0,051;0,015;
783,5;-0,225;0;-0,291;-0,011;
784;0,008;0;-0,276;-0,001;
784,5;-0,039;0;-0,2;-0,02;
785;-0,183;0;-0,332;-0,009;
785,5;-0,023;0;-0,121;-0,007;
786;-0,126;0;-0,132;-0,011;
786,5;-0,214;0;-0,268;0,005;
787;-0,163;0;-0,104;0,012;
787,5;-0,21;0;0,009;0,011;
788;-0,268;0;0,003;0,013;
788,5;-0,136;0;0,033;0,01;
789;-0,073;0;0,04;-0,003;
789,5;-0,11;0;-0,07;-0,013;
790;-0,037;0;-0,046;0,012;
790,5;0,048;0;-0,05;0,016;
791;0,196;0;-0,096;-0,016;
791,5;0,111;0;-0,127;-0,012;
792;0,104;0;-0,039;-0,006;
792,5;0,102;0;0,041;-0,022;
793;0,075;0;0,078;0;
793,5;0,081;0;0,076;-0,017;
794;0,051;0;0,165;-0,007;
794,5;0,009;0;0,247;0,011;
795;-0,018;0;0,319;-0,001;
795,5;0,027;0;0,314;0,007;
796;0,149;0;0,308;-0,003;
796,5;0,188;0;0,346;0,007;
797;0,115;0;0,245;0;
797,5;0,175;0;0,339;0,009;
798;0,314;0;0,317;-0,001;
798,5;0,452;0;0,243;-0,012;
799;0,469;0;0,233;-0,012;
799,5;0,403;0;0,212;-0,013;
800;0,472;0;0,289;-0,016;
800,5;0,448;0;0,41;-0,013;
801;0,47;0;0,336;-0,022;
801,5;0,516;0;0,314;0,003;
802;0,448;0;0,431;-0,009;
802,5;0,385;0;0,547;-0,002;
803;0,42;0;0,565;0,014;
803,5;0,368;0;0,589;-0,01;
804;0,398;0;0,569;0,002;
804,5;0,436;0;0,618;0,017;
805;0,423;0;0,589;0;
805,5;0,517;0;0,617;0,018;
806;0,492;0;0,598;0,043;
806,5;0,517;0;0,555;0,008;
807;0,653;0;0,573;-0,015;
807,5;0,717;0;0,505;-0,023;
808;0,703;0;0,445;-0,047;
808,5;0,733;0;0,427;0;
809;0,765;0;0,432;0,02;
809,5;0,775;0;0,529;-0,025;
810;0,633;0;0,578;-0,016;
810,5;0,665;0;0,443;-0,016;
811;0,703;0;0,607;0,002;
811,5;0,539;0;0,666;-0,007;
812;0,438;0;0,732;0,033;
812,5;0,559;0;0,73;0,027;
813;0,528;0;0,681;-0,002;
813,5;0,535;0;0,75;0,019;
814;0,467;0;0,655;0,001;
814,5;0,5;0;0,743;-0,014;
815;0,586;0;0,649;-0,001;
815,5;0,677;0;0,531;-0,002;
816;0,739;0;0,464;-0,022;
816,5;0,721;0;0,516;-0,023;
817;0,658;0;0,404;-0,011;
817,5;0,709;0;0,514;-0,003;
818;0,66;0;0,506;-0,013;
818,5;0,648;0;0,509;-0,003;
819;0,552;0;0,54;-0,004;
819,5;0,502;0;0,597;-0,001;
820;0,506;0;0,657;-0,015;
820,5;0,468;0;0,647;-0,015;
821;0,399;0;0,645;0,001;
821,5;0,407;0;0,701;0,022;
822;0,445;0;0,703;0,02;
822,5;0,467;0;0,598;0,003;
823;0,539;0;0,543;-0,008;
823,5;0,592;0;0,523;0,003;
824;0,639;0;0,475;0,008;
824,5;0,591;0;0,383;-0,028;
825;0,583;0;0,306;-0,03;
825,5;0,669;0;0,434;0,013;
826;0,501;0;0,44;0;
826,5;0,367;0;0,428;-0,007;
827;0,445;0;0,546;0,005;
827,5;0,444;0;0,613;-0,006;
828;0,287;0;0,541;-0,019;
828,5;0,313;0;0,532;0,018;
829;0,381;0;0,641;0,033;
829,5;0,357;0;0,599;0,019;
830;0,384;0;0,504;0,022;
830,5;0,527;0;0,384;-0,003;
831;0,584;0;0,42;0,002;
831,5;0,475;0;0,376;0,011;
832;0,476;0;0,354;0,031;
832,5;0,51;0;0,402;0,019;
833;0,54;0;0,395;-0,005;
833,5;0,463;0;0,316;-0,008;
834;0,391;0;0,331;0,003;
