t (ms);Axis_1 [1] Default\P-Parameter\P-0-0048 Effective velocity command value(U/min );Axis_1 [1] Default\S-Parameter\S-0-0040 Velocity feedback value(U/min );Axis_1 [1] Default\P-Parameter\P-0-0038 Torque-generating current, command value(A eff);Axis_1 [1] Default\S-Parameter\S-0-0347 Velocity error(U/min )
-316,5;0;-1,1444;2,439;1,1444;
-316;0;-3,0327;2,458;3,0327;
-315,5;0;-1,2016;2,479;1,2016;
-315;0;-0,1717;2,46;0,1717;
-314,5;0;0,6866;2,44;-0,6866;
-314;0;0,5722;2,45;-0,5722;
-313,5;0;0,9727;2,443;-0,9727;
-313;0;-2,5749;2,446;2,5749;
-312,5;0;-0,4578;2,46;0,4578;
-312;0;-0,515;2,454;0,515;
-311,5;0;0,3433;2,445;-0,3433;
-311;0;0,4005;2,447;-0,4005;
-310,5;0;-0,4005;2,433;0,4005;
-310;0;0,4005;2,442;-0,4005;
-309,5;0;-0,0572;2,438;0,0572;
-309;0;-0,4005;2,443;0,4005;
-308,5;0;1,7166;2,443;-1,7166;
-308;0;-0,4578;2,441;0,4578;
-307,5;0;0,9727;2,44;-0,9727;
-307;0;-0,8583;2,437;0,8583;
-306,5;0;-3,0327;2,442;3,0327;
-306;0;-1,6022;2,457;1,6022;
-305,5;0;-1,4305;2,457;1,4305;
-305;0;0,1717;2,455;-0,1717;
-304,5;0;0,515;2,452;-0,515;
-304;0;-1,03;2,453;1,03;
-303,5;0;0,515;2,453;-0,515;
-303;0;-1,0872;2,445;1,0872;
-302,5;0;-1,3161;2,457;1,3161;
-302;0;-0,6294;2,454;0,6294;
-301,5;0;0,7439;2,451;-0,7439;
-301;0;0,2861;2,436;-0,2861;
-300,5;0;0,8011;2,435;-0,8011;
-300;0;-0,4578;2,432;0,4578;
-299,5;0;-0,2289;2,446;0,2289;
-299;0;-0,8011;2,451;0,8011;
-298,5;0;1,2016;2,453;-1,2016;
-298;0;0,3433;2,442;-0,3433;
-297,5;0;1,2589;2,432;-1,2589;
-297;0;-0,3433;2,437;0,3433;
-296,5;0;-1,7166;2,447;1,7166;
-296;0;-1,1444;2,453;1,1444;
-295,5;0;-1,4877;2,451;1,4877;
-295;0;-0,2861;2,458;0,2861;
-294,5;0;1,3733;2,454;-1,3733;
-294;0;0,2289;2,452;-0,2289;
-293,5;0;-0,5722;2,452;0,5722;
-293;0;-1,2016;2,458;1,2016;
-292,5;0;0,2289;2,464;-0,2289;
-292;0;1,3161;2,453;-1,3161;
-291,5;0;-0,1717;2,445;0,1717;
-291;0;0,9155;2,44;-0,9155;
-290,5;0;1,2016;2,438;-1,2016;
-290;0;0,9155;2,438;-0,9155;
-289,5;0;-0,4005;2,44;0,4005;
-289;0;1,2589;2,456;-1,2589;
-288,5;0;2,0027;2,446;-2,0027;
-288;0;-0,8583;2,435;0,8583;
-287,5;0;0,515;2,444;-0,515;
-287;0;-0,515;2,455;0,515;
-286,5;0;0,5722;2,457;-0,5722;
-286;0;0,6866;2,451;-0,6866;
-285,5;0;-0,515;2,449;0,515;
-285;0;-0,6866;2,455;0,6866;
-284,5;0;-0,7439;2,455;0,7439;
-284;0;-1,2016;2,462;1,2016;
-283,5;0;0,6866;2,45;-0,6866;
-283;0;0,6294;2,443;-0,6294;
-282,5;0;-0,1144;2,441;0,1144;
-282;0;-2,6894;2,454;2,6894;
-281,5;0;1,3161;2,464;-1,3161;
-281;0;1,6594;2,444;-1,6594;
-280,5;0;0,7439;2,435;-0,7439;
-280;0;0,6294;2,432;-0,6294;
-279,5;0;-0,8583;2,434;0,8583;
-279;0;0,2861;2,456;-0,2861;
-278,5;0;1,3161;2,454;-1,3161;
-278;0;0,3433;2,451;-0,3433;
-277,5;0;0,7439;2,44;-0,7439;
-277;0;0,2861;2,441;-0,2861;
-276,5;0;0,2289;2,448;-0,2289;
-276;0;-0,4578;2,45;0,4578;
-275,5;0;-0,4005;2,449;0,4005;
-275;0;-0,2861;2,457;0,2861;
-274,5;0;-0,8011;2,451;0,8011;
-274;0;-0,8011;2,449;0,8011;
-273,5;0;0,3433;2,451;-0,3433;
-273;0;0,4005;2,449;-0,4005;
-272,5;0;-2,0027;2,451;2,0027;
-272;0;-0,5722;2,459;0,5722;
-271,5;0;1,4305;2,45;-1,4305;
-271;0;1,4877;2,445;-1,4877;
-270,5;0;1,8883;2,437;-1,8883;
-270;0;0,2861;2,428;-0,2861;
-269,5;0;-0,3433;2,444;0,3433;
-269;0;0;2,451;0;
-268,5;0;0,9727;2,445;-0,9727;
-268;0;1,3733;2,447;-1,3733;
-267,5;0;-0,8011;2,443;0,8011;
-267;0;-0,0572;2,446;0,0572;
-266,5;0;-1,3161;2,452;1,3161;
-266;0;0,9727;2,452;-0,9727;
-265,5;0;-0,2861;2,443;0,2861;
-265;0;0,1144;2,452;-0,1144;
-264,5;0;-2,346;2,459;2,346;
-264;0;-1,545;2,466;1,545;
-263,5;0;0,6294;2,462;-0,6294;
-263;0;1,03;2,441;-1,03;
-262,5;0;-0,9155;2,439;0,9155;
-262;0;0,2861;2,454;-0,2861;
-261,5;0;-0,1144;2,453;0,1144;
-261;0;0,2289;2,445;-0,2289;
-260,5;0;0,3433;2,442;-0,3433;
-260;0;0,4005;2,435;-0,4005;
-259,5;0;0,9155;2,439;-0,9155;
-259;0;0,8583;2,437;-0,8583;
-258,5;0;-0,2289;2,441;0,2289;
-258;0;1,0872;2,447;-1,0872;
-257,5;0;-0,6866;2,448;0,6866;
-257;0;-0,4005;2,447;0,4005;
-256,5;0;-0,7439;2,447;0,7439;
-256;0;-0,6294;2,451;0,6294;
-255,5;0;-1,9455;2,451;1,9455;
-255;0;-0,515;2,455;0,515;
-254,5;0;-0,4578;2,455;0,4578;
-254;0;-2,4605;2,447;2,4605;
-253,5;0;0;2,459;0;
-253;0;-0,1144;2,459;0,1144;
-252,5;0;-1,2589;2,447;1,2589;
-252;0;-0,6294;2,451;0,6294;
-251,5;0;0,6866;2,453;-0,6866;
-251;0;2,6321;2,449;-2,6321;
-250,5;0;0,9155;2,434;-0,9155;
-250;0;0,4578;2,432;-0,4578;
-249,5;0;-0,1144;2,441;0,1144;
-249;0;-0,4578;2,439;0,4578;
-248,5;0;0,4578;2,444;-0,4578;
-248;0;-0,1144;2,445;0,1144;
-247,5;0;0,6294;2,453;-0,6294;
-247;0;0,2861;2,45;-0,2861;
-246,5;0;0,1717;2,453;-0,1717;
-246;0;0,6866;2,457;-0,6866;
-245,5;0;-0,8011;2,446;0,8011;
-245;0;-1,3733;2,447;1,3733;
-244,5;0;-1,9455;2,46;1,9455;
-244;0;-0,9155;2,472;0,9155;
-243,5;0;0,6866;2,451;-0,6866;
-243;0;0,6866;2,44;-0,6866;
-242,5;0;0,8583;2,448;-0,8583;
-242;0;-1,03;2,449;1,03;
-241,5;0;-0,5722;2,456;0,5722;
-241;0;0,2861;2,454;-0,2861;
-240,5;0;1,9455;2,446;-1,9455;
-240;0;3,6621;2,434;-3,6621;
-239,5;0;1,1444;2,425;-1,1444;
-239;0;-1,0872;2,437;1,0872;
-238,5;0;-1,9455;2,449;1,9455;
-238;0;1,7738;2,464;-1,7738;
-237,5;0;0,6866;2,45;-0,6866;
-237;0;0,8011;2,431;-0,8011;
-236,5;0;-0,5722;2,436;0,5722;
-236;0;-1,2589;2,447;1,2589;
-235,5;0;0,1144;2,462;-0,1144;
-235;0;-0,8011;2,454;0,8011;
-234,5;0;0,3433;2,45;-0,3433;
-234;0;-0,1144;2,457;0,1144;
-233,5;0;-0,4578;2,448;0,4578;
-233;0;-0,2861;2,445;0,2861;
-232,5;0;-2,4033;2,448;2,4033;
-232;0;0,6866;2,46;-0,6866;
-231,5;0;1,4877;2,452;-1,4877;
-231;0;1,2589;2,442;-1,2589;
-230,5;0;0,2861;2,434;-0,2861;
-230;0;0,7439;2,438;-0,7439;
-229,5;0;0,6866;2,447;-0,6866;
-229;0;-0,1144;2,443;0,1144;
-228,5;0;-0,515;2,439;0,515;
-228;0;-0,5722;2,445;0,5722;
-227,5;0;-0,2289;2,441;0,2289;
-227;0;-1,2016;2,447;1,2016;
-226,5;0;-1,4877;2,451;1,4877;
-226;0;1,7166;2,457;-1,7166;
-225,5;0;0,4578;2,449;-0,4578;
-225;0;0,4005;2,444;-0,4005;
-224,5;0;-0,8583;2,458;0,8583;
-224;0;-0,3433;2,466;0,3433;
-223,5;0;-0,2861;2,46;0,2861;
-223;0;-0,1144;2,448;0,1144;
-222,5;0;1,0872;2,446;-1,0872;
-222;0;-0,2861;2,456;0,2861;
-221,5;0;0,4005;2,449;-0,4005;
-221;0;0,0572;2,446;-0,0572;
-220,5;0;-0,2289;2,435;0,2289;
-220;0;1,1444;2,429;-1,1444;
-219,5;0;-0,3433;2,439;0,3433;
-219;0;0,2289;2,448;-0,2289;
-218,5;0;0,6866;2,453;-0,6866;
-218;0;0,8011;2,439;-0,8011;
-217,5;0;0,515;2,433;-0,515;
-217;0;1,0872;2,444;-1,0872;
-216,5;0;-1,2016;2,451;1,2016;
-216;0;-0,6294;2,467;0,6294;
-215,5;0;0,5722;2,461;-0,5722;
-215;0;1,0872;2,448;-1,0872;
-214,5;0;0,5722;2,44;-0,5722;
-214;0;-2,7466;2,443;2,7466;
-213,5;0;-1,2016;2,47;1,2016;
-213;0;0,2289;2,46;-0,2289;
-212,5;0;0,4578;2,45;-0,4578;
-212;0;0,2861;2,435;-0,2861;
-211,5;0;-0,515;2,443;0,515;
-211;0;-2,4033;2,444;2,4033;
-210,5;0;0,5722;2,446;-0,5722;
-210;0;1,2589;2,446;-1,2589;
-209,5;0;0,4005;2,431;-0,4005;
-209;0;0,2861;2,439;-0,2861;
-208,5;0;0,2289;2,44;-0,2289;
-208;0;-1,4305;2,445;1,4305;
-207,5;0;-0,1717;2,447;0,1717;
-207;0;-1,03;2,448;1,03;
-206,5;0;-0,4005;2,46;0,4005;
-206;0;0,515;2,451;-0,515;
-205,5;0;1,1444;2,433;-1,1444;
-205;0;-1,6022;2,441;1,6022;
-204,5;0;-0,0572;2,459;0,0572;
-204;0;-1,2589;2,462;1,2589;
-203,5;0;-0,1144;2,462;0,1144;
-203;0;0,4005;2,447;-0,4005;
-202,5;0;-0,1717;2,443;0,1717;
-202;0;-2,1744;2,451;2,1744;
-201,5;0;1,1444;2,465;-1,1444;
-201;0;1,4877;2,445;-1,4877;
-200,5;0;2,346;2,424;-2,346;
-200;0;0,9155;2,425;-0,9155;
-199,5;0;-0,1717;2,444;0,1717;
-199;0;-1,2016;2,456;1,2016;
-198,5;0;0,5722;2,456;-0,5722;
-198;0;1,3161;2,437;-1,3161;
-197,5;0;0,6866;2,433;-0,6866;
-197;0;-0,4578;2,437;0,4578;
-196,5;0;-0,2861;2,452;0,2861;
-196;0;-1,03;2,462;1,03;
-195,5;0;-0,5722;2,461;0,5722;
-195;0;1,8311;2,452;-1,8311;
-194,5;0;-0,2289;2,446;0,2289;
-194;0;-1,2016;2,448;1,2016;
-193,5;0;-1,3733;2,452;1,3733;
-193;0;1,03;2,455;-1,03;
-192,5;0;-0,6294;2,452;0,6294;
-192;0;0,8011;2,447;-0,8011;
-191,5;0;1,3161;2,45;-1,3161;
-191;0;0,9155;2,444;-0,9155;
-190,5;0;0,9727;2,441;-0,9727;
-190;0;-0,515;2,438;0,515;
-189,5;0;0;2,442;0;
-189;0;0,0572;2,439;-0,0572;
-188,5;0;-0,0572;2,442;0,0572;
-188;0;1,8883;2,45;-1,8883;
-187,5;0;-0,2289;2,444;0,2289;
-187;0;-0,4578;2,44;0,4578;
-186,5;0;0,4005;2,45;-0,4005;
-186;0;-2,5177;2,449;2,5177;
-185,5;0;-0,9155;2,461;0,9155;
-185;0;-1,3161;2,455;1,3161;
-184,5;0;-0,2289;2,453;0,2289;
-184;0;0;2,453;0;
-183,5;0;0,1717;2,451;-0,1717;
-183;0;0,2289;2,452;-0,2289;
-182,5;0;-1,4305;2,449;1,4305;
-182;0;-0,6866;2,451;0,6866;
-181,5;0;0,4005;2,459;-0,4005;
-181;0;0,0572;2,437;-0,0572;
-180,5;0;0,4578;2,438;-0,4578;
-180;0;-0,0572;2,434;0,0572;
-179,5;0;1,6594;2,438;-1,6594;
-179;0;0,6294;2,438;-0,6294;
-178,5;0;-0,7439;2,437;0,7439;
-178;0;-0,2289;2,45;0,2289;
-177,5;0;-0,3433;2,443;0,3433;
-177;0;0,8583;2,454;-0,8583;
-176,5;0;0,515;2,444;-0,515;
-176;0;-0,8583;2,45;0,8583;
-175,5;0;-1,7166;2,451;1,7166;
-175;0;-0,1717;2,464;0,1717;
-174,5;0;-0,6294;2,457;0,6294;
-174;0;0,8583;2,457;-0,8583;
-173,5;0;1,545;2,447;-1,545;
-173;0;-0,0572;2,441;0,0572;
-172,5;0;-0,6294;2,457;0,6294;
-172;0;-0,1717;2,463;0,1717;
-171,5;0;0,0572;2,455;-0,0572;
-171;0;0,9727;2,444;-0,9727;
-170,5;0;2,1172;2,439;-2,1172;
-170;0;0,6294;2,428;-0,6294;
-169,5;0;0,9155;2,44;-0,9155;
-169;0;-0,4005;2,442;0,4005;
-168,5;0;0,9727;2,457;-0,9727;
-168;0;0,7439;2,449;-0,7439;
-167,5;0;0,5722;2,447;-0,5722;
-167;0;-1,1444;2,441;1,1444;
-166,5;0;0,2861;2,449;-0,2861;
-166;0;-0,8583;2,45;0,8583;
-165,5;0;0,6866;2,458;-0,6866;
-165;0;-1,03;2,447;1,03;
-164,5;0;-1,2016;2,448;1,2016;
-164;0;-1,03;2,447;1,03;
-163,5;0;0,3433;2,46;-0,3433;
-163;0;0,8011;2,464;-0,8011;
-162,5;0;-1,4305;2,454;1,4305;
-162;0;0,9727;2,455;-0,9727;
-161,5;0;1,2589;2,451;-1,2589;
-161;0;0,9727;2,441;-0,9727;
-160,5;0;-0,2861;2,439;0,2861;
-160;0;1,545;2,448;-1,545;
-159,5;0;-0,9727;2,439;0,9727;
-159;0;1,4305;2,446;-1,4305;
-158,5;0;1,0872;2,441;-1,0872;
-158;0;0,8583;2,443;-0,8583;
-157,5;0;0,1717;2,444;-0,1717;
-157;0;-0,9155;2,455;0,9155;
-156,5;0;-0,6294;2,46;0,6294;
-156;0;0,6294;2,455;-0,6294;
-155,5;0;0,9155;2,441;-0,9155;
-155;0;-0,5722;2,436;0,5722;
-154,5;0;-0,3433;2,451;0,3433;
-154;0;-1,0872;2,465;1,0872;
-153,5;0;-0,4578;2,467;0,4578;
-153;0;0,1144;2,455;-0,1144;
-152,5;0;0,8583;2,432;-0,8583;
-152;0;-1,4305;2,434;1,4305;
-151,5;0;-0,5722;2,453;0,5722;
-151;0;-1,0872;2,455;1,0872;
-150,5;0;1,9455;2,454;-1,9455;
-150;0;2,0027;2,434;-2,0027;
-149,5;0;0,6294;2,422;-0,6294;
-149;0;-0,8011;2,434;0,8011;
-148,5;0;-0,8583;2,449;0,8583;
-148;0;-0,4005;2,455;0,4005;
-147,5;0;1,6594;2,453;-1,6594;
-147;0;0,9727;2,438;-0,9727;
-146,5;0;-0,6294;2,438;0,6294;
-146;0;0;2,446;0;
-145,5;0;-0,8011;2,453;0,8011;
-145;0;-2,2888;2,458;2,2888;
-144,5;0;-0,8583;2,465;0,8583;
-144;0;1,9455;2,461;-1,9455;
-143,5;0;1,545;2,442;-1,545;
-143;0;0,8011;2,436;-0,8011;
-142,5;0;-1,2589;2,448;1,2589;
-142;0;-0,7439;2,463;0,7439;
-141,5;0;1,2589;2,466;-1,2589;
-141;0;2,2316;2,448;-2,2316;
-140,5;0;1,9455;2,423;-1,9455;
-140;0;0,1717;2,42;-0,1717;
-139,5;0;-0,4005;2,439;0,4005;
-139;0;-1,03;2,458;1,03;
-138,5;0;-0,1144;2,456;0,1144;
-138;0;1,545;2,446;-1,545;
-137,5;0;1,0872;2,435;-1,0872;
-137;0;-0,515;2,437;0,515;
-136,5;0;0,6866;2,449;-0,6866;
-136;0;-1,2589;2,456;1,2589;
-135,5;0;0,1717;2,455;-0,1717;
-135;0;-0,1144;2,452;0,1144;
-134,5;0;0,4578;2,459;-0,4578;
-134;0;-1,8311;2,449;1,8311;
-133,5;0;0,0572;2,445;-0,0572;
-133;0;-1,4305;2,443;1,4305;
-132,5;0;0;2,449;0;
-132;0;-1,2589;2,456;1,2589;
-131,5;0;0,6294;2,451;-0,6294;
-131;0;0,6866;2,445;-0,6866;
-130,5;0;1,0872;2,434;-1,0872;
-130;0;1,545;2,434;-1,545;
-129,5;0;0,3433;2,437;-0,3433;
-129;0;-1,4877;2,444;1,4877;
-128,5;0;0,1144;2,452;-0,1144;
-128;0;-0,1717;2,444;0,1717;
-127,5;0;-0,515;2,443;0,515;
-127;0;-0,2861;2,436;0,2861;
-126,5;0;-0,5722;2,451;0,5722;
-126;0;-1,8311;2,449;1,8311;
-125,5;0;1,1444;2,457;-1,1444;
-125;0;0,5722;2,45;-0,5722;
-124,5;0;-1,3161;2,445;1,3161;
-124;0;-1,4305;2,456;1,4305;
-123,5;0;-0,4005;2,463;0,4005;
-123;0;-0,7439;2,454;0,7439;
-122,5;0;0,9727;2,451;-0,9727;
-122;0;-0,2289;2,446;0,2289;
-121,5;0;0,2861;2,444;-0,2861;
-121;0;-0,4578;2,438;0,4578;
-120,5;0;-0,2289;2,442;0,2289;
-120;0;0,1717;2,436;-0,1717;
-119,5;0;-0,1717;2,437;0,1717;
-119;0;-0,6294;2,443;0,6294;
-118,5;0;1,4305;2,442;-1,4305;
-118;0;0;2,438;0;
-117,5;0;-0,2861;2,445;0,2861;
-117;0;-1,2589;2,451;1,2589;
-116,5;0;-2,4033;2,458;2,4033;
-116;0;-0,515;2,46;0,515;
-115,5;0;0,3433;2,449;-0,3433;
-115;0;1,2016;2,446;-1,2016;
-114,5;0;-0,4005;2,441;0,4005;
-114;0;-0,9155;2,461;0,9155;
-113,5;0;0,4005;2,465;-0,4005;
-113;0;-0,0572;2,454;0,0572;
-112,5;0;-1,4305;2,446;1,4305;
-112;0;-0,7439;2,452;0,7439;
-111,5;0;-0,2289;2,455;0,2289;
-111;0;2,5177;2,452;-2,5177;
-110,5;0;1,3161;2,434;-1,3161;
-110;0;0,9727;2,437;-0,9727;
-109,5;0;-0,2861;2,437;0,2861;
-109;0;-0,5722;2,45;0,5722;
-108,5;0;-0,2861;2,448;0,2861;
-108;0;0,6866;2,449;-0,6866;
-107,5;0;1,2589;2,438;-1,2589;
-107;0;0,2861;2,439;-0,2861;
-106,5;0;-0,6294;2,451;0,6294;
-106;0;0,2861;2,46;-0,2861;
-105,5;0;-1,2016;2,451;1,2016;
-105;0;1,03;2,455;-1,03;
-104,5;0;-1,03;2,448;1,03;
-104;0;-1,7738;2,46;1,7738;
-103,5;0;-0,9727;2,454;0,9727;
-103;0;0,1144;2,452;-0,1144;
-102,5;0;1,2589;2,446;-1,2589;
-102;0;0,5722;2,447;-0,5722;
-101,5;0;-1,0872;2,442;1,0872;
-101;0;-0,4578;2,451;0,4578;
-100,5;0;0,515;2,442;-0,515;
-100;0;1,4877;2,43;-1,4877;
-99,5;0;0,6294;2,43;-0,6294;
-99;0;-0,7439;2,434;0,7439;
-98,5;0;-0,2861;2,447;0,2861;
-98;0;-0,3433;2,451;0,3433;
-97,5;0;-0,0572;2,446;0,0572;
-97;0;0,515;2,441;-0,515;
-96,5;0;0,5722;2,444;-0,5722;
-96;0;-1,0872;2,45;1,0872;
-95,5;0;-0,7439;2,459;0,7439;
-95;0;-0,6294;2,453;0,6294;
-94,5;0;-0,4005;2,457;0,4005;
-94;0;1,6022;2,459;-1,6022;
-93,5;0;0,1144;2,45;-0,1144;
-93;0;-0,7439;2,442;0,7439;
-92,5;0;-0,515;2,454;0,515;
-92;0;-0,1144;2,452;0,1144;
-91,5;0;0,3433;2,449;-0,3433;
-91;0;1,1444;2,439;-1,1444;
-90,5;0;1,1444;2,434;-1,1444;
-90;0;1,7166;2,44;-1,7166;
-89,5;0;-0,3433;2,441;0,3433;
-89;0;0,4578;2,447;-0,4578;
-88,5;0;1,1444;2,45;-1,1444;
-88;0;-0,8583;2,444;0,8583;
-87,5;0;-0,9155;2,442;0,9155;
-87;0;0,5722;2,449;-0,5722;
-86,5;0;0,3433;2,447;-0,3433;
-86;0;-0,8011;2,447;0,8011;
